,POST_ID,MS_PAY_STATION_ID,MS_SPACE_NUM,ON_OFFSTREET_TYPE,OSP_ID,PM_DISTRICT_ID,BLOCKFACE_ID,METER_TYPE,OLD_RATE_AREA,STREET_ID,STREET_NAME,STREET_NUM,ORIENTATION,LONGITUDE,LATITUDE,COLLECTION_ROUTE_DESC,COLLECTION_SUBROUTE_DESC,Neighborhoods,Analysis Neighborhoods
5592,684-05031,684-05001,3,ON,0,14,684051,MS,Area 3,684,TOWNSEND ST,503,135,-122.39945559,37.77340184,Townsend St: 100 - 500,Townsend St. 300 - 500,34,4
5593,681-01110,-,0,ON,0,13,681011,SS,Area 1,681,TAYLOR ST,111,270,-122.4109279,37.783594799999996,Jones St: Unit - 800,Taylor: Unit - 700,20,36
5594,831-02300,-,0,ON,0,1,831021,SS,Port 7,831,EMBARCADERO SOUTH,230,225,-122.3908625,37.791346000000004,South Embarcadero,Embarcadero South/Howard/Steuart | Unit-300/Unit/200,108,8
5595,330-07770,-,0,ON,0,14,330071,SS,-,330,BRANNAN ST,777,135,-122.4029888,37.7731026,,,32,34
5596,470-05550,-,0,ON,0,1,470051,SS,Area 1,470,HOWARD ST,555,135,-122.3972969,37.787412200000006,Howard St: Unit - 600 Bryan St,Howard Unit-600,32,8
5597,831-04140,-,0,ON,0,2,831041,SS,Port 7,831,EMBARCADERO SOUTH,414,270,-122.38841640000001,37.7891134,South Embarcadero,South Embarcadero 400-700,30,8
5598,400-03420,-,0,ON,0,13,400032,SS,-,400,EDDY ST,342,0,-122.4139412,37.783829499999996,,,20,36
5599,331-04030,-,0,ON,0,2,331041,SS,Area 1,331,BRYANT ST,403,135,-122.3936611,37.7829134,Bryant St: 300-600 Stillman St,Bryant: 600,31,8
5600,350-07060,-,0,ON,0,12,350072,SS,Area 2,350,CALIFORNIA ST,706,0,-122.4062007,37.7924911,California: Unit - 900 Pine St,California: Unit - 700,104,6
5601,470-09230,-,0,ON,0,14,470091,SS,Area 2,470,HOWARD ST,923,135,-122.405527,37.780913399999996,Howard St: 800 - 1600,Howard 1400-900,32,34
5602,831-04530,-,0,ON,0,2,831042,SS,Port 7,831,EMBARCADERO SOUTH,453,90,-122.38766059,37.78815908,South Embarcadero,South Embarcadero 400-700,30,8
5603,327-01180,-,0,ON,0,12,327012,SS,Area 3,327,BROADWAY,118,0,-122.400599,37.7987185,Broadway St: Unit - 800,Broadway,77,8
5604,650-16180,-,0,ON,0,15,650162,SS,Area 3,650,SACRAMENTO ST,1618,0,-122.4197751,37.7916881,Sacramento 1600-1700,Sacramento 1600- 1700,105,21
5605,576-05240,-,0,ON,0,2,576052,SS,Area 3,576,MISSION ROCK ST,524,0,-122.39071615,37.77293261,,,34,4
5606,568-09840,-,0,ON,0,14,568092,SS,Area 2,568,MISSION ST,984,315,-122.40841270000001,37.781298799999995,Mission St: Unit - 1600,Mission 700-1100,32,34
5607,568-11600,-,0,ON,0,14,568112,SS,Area 2,568,MISSION ST,1160,315,-122.41231129999998,37.7782215,Mission St: Unit - 1600,Mission 700-1100,32,34
5608,671-00150,671-00001,15,ON,0,2,671001,MS,Area 1,671,SOUTH PARK,15,135,-122.3930405,37.782193299999996,South Park St: Unit - 100,South Park Unit - 100,31,8
5609,568-06510,-,0,ON,0,1,568063,SS,Area 1,568,MISSION ST,651,135,-122.40086070000001,37.78706079999999,Mission St: Unit - 1600,Mission: 100-600,32,8
5610,520-08070,-,0,ON,0,1,520081,SS,Area 1,520,KEARNY ST,807,270,-122.4051087,37.7956314,Grant Ave: Unit -1500,Kearny: 600 - 1000,104,6
5611,422-06030,-,0,ON,0,12,422061,SS,Area 2,422,FRONT ST,603,270,-122.39961629999999,37.797061799999994,Front St: 600 - 800,Front: 600 - 800,77,8
5612,472-10090,-,0,ON,0,15,472101,SS,Area 3,472,HYDE ST,1009,270,-122.41733472,37.79031591,Hyde St: Unit - 1000,Hyde 800-1000,16,21
5613,568-09470,-,0,ON,0,14,568091,SS,Area 2,568,MISSION ST,947,135,-122.407481,37.781831700000005,Mission St: Unit - 1600,Mission 700-1100,32,34
5614,373-02060,-,0,ON,0,2,373022,SS,Area 3,373,CHANNEL ST,206,315,-122.39185956,37.77429933,4th St: 1200-1700 China Basin,China Basin,34,4
5615,568-10460,-,0,ON,0,14,568102,SS,Area 2,568,MISSION ST,1046,315,-122.40988119999999,37.780143200000005,Mission St: Unit - 1600,Mission 700-1100,32,34
5616,203-06580,-,0,ON,0,2,203062,SS,Area 1,203,03RD ST,658,225,-122.3930864,37.7789974,3rd St: Unit -600 2nd St:,Bryant 300-600 / Harrison 600,32,34
5617,205-05540,-,0,ON,0,2,205052,SS,-,205,05TH ST,554,225,-122.39896170000002,37.77661129999999,,,32,34
5618,324-09260,-,0,ON,0,12,324092,SS,Area 3,324,BATTERY ST,926,90,-122.40129292,37.80017861,Broadway St: Unit - 800,Battery: 800 - 1200,77,8
5619,205-05500,-,0,ON,0,2,205052,SS,-,205,05TH ST,550,225,-122.39905470000001,37.7766855,,,32,34
5620,380-05110,-,0,ON,0,12,380051,SS,Area 2,380,DAVIS ST,511,270,-122.398498,37.7975044,Davis St: Unit - 600,Davis: Unit - 200,77,8
5621,520-08130,-,0,ON,0,1,520081,SS,Area 1,520,KEARNY ST,813,270,-122.40513059999999,37.795739000000005,Grant Ave: Unit -1500,Kearny: 600 - 1000,104,6
5622,684-04743,684-04740,3,ON,0,14,684042,MS,-,684,TOWNSEND ST,474,315,-122.3992372,37.7738941,,,32,4
5623,684-05046,684-05006,4,ON,0,14,684052,MS,Area 3,684,TOWNSEND ST,504,315,-122.40105852,37.77245731,Townsend St: 100 - 500,Townsend St. 300 - 500,32,34
5624,210-01610,-,0,ON,0,14,210011,SS,Area 2,210,10TH ST,161,45,-122.414405,37.774189899999996,,,32,34
5625,568-12120,-,0,ON,0,14,568122,SS,Area 2,568,MISSION ST,1212,315,-122.4136264,37.7771834,Mission St: Unit - 1600,Mission 700-1100,32,34
5626,423-01600,423-01006,60,ON,0,3,423012,MS,Area 2,423,FULTON ST,160,0,-122.4163094,37.7797809,Grove St: Fulton St: McAlliste,"Grove St. Unit - 100, Fulton St.",21,36
5627,571-07080,571-07002,8,ON,0,1,571072,MS,Area 1,571,MONTGOMERY ST,708,90,-122.4033253,37.79584620000001,Montgomery St: 700,Montgomery St: 700,106,6
5628,418-06320,-,0,ON,0,2,418062,SS,Area 1,418,FOLSOM ST,632,315,-122.39767900000001,37.784894,Folsom St: Unit-800 1st:,Folsom 500-800,32,8
5629,471-06180,-,0,ON,0,2,471062,SS,Area 1,471,HARRISON ST,618,315,-122.3957912,37.78393870000001,Harrison St: 400 - 800,Harrison 400-700,32,8
5630,684-04034,684-04004,3,ON,0,14,684042,MS,Area 3,684,TOWNSEND ST,403,315,-122.39816282,37.77473863,Townsend St: 100 - 500,Townsend St. 300 - 500,32,4
5631,651-10250,-,0,ON,0,12,651101,SS,Area 3,651,SANSOME ST,1025,270,-122.40264807,37.80013633,Sansome St: Unit-800 Battery S,Sansome: Unit - 800 Halleck,18,23
5632,670-01420,670-01002,42,ON,0,2,670012,MS,Area 1,670,STILLMAN ST,142,315,-122.39741240000001,37.780972600000005,Harrison St: 600,Harrison St: 600 Stillman St: 10,32,34
5633,470-06550,-,0,ON,0,1,470063,SS,Area 1,470,HOWARD ST,655,135,-122.3994279,37.78573239999999,Howard St: Unit - 600 Bryan St,Howard Unit-600,32,8
5634,418-08510,-,0,ON,0,2,418081,SS,Area 2,418,FOLSOM ST,851,135,-122.40239299999999,37.7809273,,,32,34
5635,339-03190,-,0,ON,0,2,339031,SS,Area 3,339,BERRY ST,319,135,-122.39604432,37.773571399999994,Townsend St: Unit-300 King St,Berry Street | 200-400 Block,34,4
5636,442-00150,-,0,ON,0,13,442001,SS,Area 2,442,GOLDEN GATE AVE,15,180,-122.4110841,37.782149700000005,Golden Gate Ave: Unit - 700,Golden Gate Unit-700,20,36
5637,500-04230,500-04003,23,ON,0,1,500041,MS,Area 2,500,JACKSON ST,423,180,-122.402791,37.796465600000005,Jackson St: 300 - 400,Jackson St: 300 - 400,106,6
5638,208-04030,-,0,ON,0,42,208041,SS,Area 3,208,08TH ST,403,45,-122.40832877,37.77363964,Brannan St: 700 - 900 9th St,9th-11th Brannan Bryant Harrison,32,34
5639,203-04340,-,0,ON,0,2,203042,SS,-,203,03RD ST,434,225,-122.39670109999999,37.781886799999995,,,32,34
5640,327-02100,-,0,ON,0,12,327022,SS,Area 3,327,BROADWAY,210,0,-122.4014845,37.798606400000004,Broadway St: Unit - 800,Broadway,77,8
5641,373-02580,-,0,ON,0,2,373022,SS,Area 3,373,CHANNEL ST,258,315,-122.39336435,37.77309724,4th St: 1200-1700 China Basin,China Basin,34,4
5642,208-05150,-,0,ON,0,42,208051,SS,Area 3,208,08TH ST,515,45,-122.40656090000002,37.7723058,Brannan St: 700 - 900 9th St,9th-11th Brannan Bryant Harrison,33,34
5643,470-09430,-,0,ON,0,14,470091,SS,Area 2,470,HOWARD ST,943,135,-122.40583659999999,37.780668799999994,Howard St: 800 - 1600,Howard 1400-900,32,34
5644,818-01460,-,0,ON,0,2,818012,SS,Port 10,818,BRANNAN ST,146,315,-122.3889947,37.784395700000005,Beale st and Delancy St,Delancy St 600,31,8
5645,500-00930,-,0,ON,0,1,500001,SS,Area 2,500,JACKSON ST,93,180,-122.3979367,37.7970833,Jackson St: Unit - 800,Jackson: Unit - 800,77,8
5646,600-07330,-,0,ON,0,12,600071,SS,Area 2,600,PACIFIC AVE,733,180,-122.4079048,37.7967275,Jackson St: Unit - 800,Pacific: 600 - 800,104,6
5647,340-00542,-,0,ON,0,2,340002,SS,Area 2,340,BLUXOME ST,54,315,-122.39716570000002,37.776691,Brannan St: 200 - 500,Bluxome St Unit block,32,34
5648,542-09040,-,0,ON,0,15,542092,SS,Area 3,542,LARKIN ST,904,90,-122.41805120000001,37.78631,Larkin St: Unit - 1100,Larkin Unit-1100,50,36
5649,359-03280,-,0,ON,0,1,359032,SS,Area 1,359,CLAY ST,328,0,-122.4001619,37.7951289,Clay St: 100 - 900,Clay: 100 - 900,108,8
5650,327-03270,-,0,ON,0,12,327031,SS,Area 3,327,BROADWAY,327,180,-122.4031115,37.798238299999994,Broadway St: Unit - 800,Broadway,106,23
5651,359-03020,-,0,ON,0,1,359032,SS,-,359,CLAY ST,302,0,-122.3993263,37.795235399999996,,,108,8
5652,614-11100,-,0,ON,0,15,614112,SS,Area 3,614,POST ST,1110,0,-122.4203408,37.786829700000006,Post - Geary - O Farrell,Post-Geary-Offarrell,50,21
5653,206-02560,-,0,ON,0,14,206022,SS,Area 2,206,06TH ST,256,225,-122.40592050000001,37.7786273,4th St: Unit 400 5th St:,4th St,32,34
5654,831-00140,-,0,ON,0,1,831001,SS,Port 7,831,EMBARCADERO SOUTH,14,225,-122.3939639,37.7945986,South Embarcadero,Embarcadero South/Howard/Steuart | Unit-300/Unit/200,108,8
5655,471-01120,-,0,ON,0,2,471012,SS,Area 1,471,HARRISON ST,112,315,-122.38989790000001,37.7885959,Folsom St: Unit-800 1st:,Spear Unit-200,30,8
5656,600-04180,-,0,ON,0,12,600042,SS,Area 2,600,PACIFIC AVE,418,0,-122.4028341,37.7974437,Jackson St: Unit - 800,Pacific: 200 - 500,106,23
5657,720-05200,-,0,ON,0,1,720052,SS,Area 1,720,WASHINGTON ST,520,0,-122.4025389,37.7956833,Washington St: Unit - 800,Washington: 600 - 900,106,6
5658,203-05160,-,0,ON,0,2,203052,SS,Area 1,203,03RD ST,516,225,-122.3955247,37.7809491,3rd St: Unit -600 2nd St:,Bryant 300-600 / Harrison 600,32,34
5659,681-03130,-,0,ON,0,13,681031,SS,Area 1,681,TAYLOR ST,313,270,-122.4113202,37.785538,Jones St: Unit - 800,Taylor: Unit - 700,20,36
5660,561-01260,-,0,ON,0,1,561012,SS,Area 1,561,MAIN ST,126,225,-122.39442,37.791325,Folsom St: Unit-800 1st:,Harrision 200/ Main Unit,108,8
5661,204-11480,-,0,ON,0,2,204112,SS,Area 3,204,04TH ST,1148,270,-122.39152301,37.77299229,4th St: 1200-1700 China Basin,MISSION BAY,34,4
5662,571-07260,-,0,ON,0,1,571072,SS,Area 1,571,MONTGOMERY ST,726,90,-122.4034216,37.7963351,Montgomery St: 800 - 900,Montgomery: 700 - 800,106,6
5663,720-04170,720-04001,17,ON,0,1,720041,MS,Area 1,720,WASHINGTON ST,417,180,-122.40088229999999,37.7957467,Washington St: 200 - 400,Washington St. 400,108,6
5664,418-08180,-,0,ON,0,2,418082,SS,Area 2,418,FOLSOM ST,818,315,-122.40166629999999,37.78174370000001,Folsom St: Unit-800 1st:,Folsom 500-800,32,34
5665,202-02360,-,0,ON,0,1,202022,SS,-,202,02ND ST,236,225,-122.3973692,37.7859704,,,32,8
5666,600-03150,-,0,ON,0,12,600031,SS,Area 2,600,PACIFIC AVE,315,180,-122.4015027,37.7975282,Jackson St: Unit - 800,Pacific: 200 -500,106,6
5667,208-01380,-,0,ON,0,14,208012,SS,Area 2,208,08TH ST,138,225,-122.41234340000001,37.7766824,4th St: Unit 400 5th St:,4th St,32,34
5668,686-01250,-,0,ON,0,13,686011,SS,-,686,TURK ST,125,180,-122.4117439,37.783027000000004,,,20,36
5669,818-01830,-,0,ON,0,2,818011,SS,Port 10,818,BRANNAN ST,183,135,-122.38936421,37.78389076,Beale st and Delancy St,Delancy St 600,31,8
5670,830-07370,-,0,ON,0,11,830071,SS,Port 3,830,EMBARCADERO NORTH,737,225,-122.40055190000001,37.802214500000005,Embarcadero North Port,Embarcadero North | Unit-600,77,8
5671,470-09390,-,0,ON,0,14,470091,SS,Area 2,470,HOWARD ST,939,135,-122.4057868,37.7807081,Howard St: 800 - 1600,Howard 1400-900,32,34
5672,463-01450,-,0,ON,0,2,463011,SS,Area 1,463,HAWTHORNE ST,145,45,-122.39648570000001,37.783683200000006,3rd St: Unit -600 2nd St:,New Montgomery / Hawthorne,32,8
5673,339-01730,-,0,ON,0,2,339011,SS,Area 3,339,BERRY ST,173,135,-122.3926716,37.77621244,Townsend St: Unit-300 King St,Berry Street | 200-400 Block,34,4
5674,209-01620,-,0,ON,0,14,209012,SS,Area 2,209,09TH ST,162,225,-122.41342622,37.775082299999994,9th St: Unit - 300 10th St,9th St Unit-300,32,34
5675,561-01240,-,0,ON,0,1,561012,SS,Area 1,561,MAIN ST,124,225,-122.3944716,37.7913662,Folsom St: Unit-800 1st:,Harrision 200/ Main Unit,108,8
5676,470-10110,-,0,ON,0,14,470101,SS,Area 2,470,HOWARD ST,1011,135,-122.407505,37.7793511,Howard St: 800 - 1600,Howard 1400-900,32,34
5677,444-11230,-,0,ON,0,12,444111,SS,Area 2,444,GRANT AVE,1123,270,-122.40702379999999,37.7976489,Grant Ave: Unit -1500,Grant: 400 - 1100,104,6
5678,684-04092,684-04090,2,ON,0,14,684041,MS,-,684,TOWNSEND ST,409,135,-122.39727612,37.7751167,,,34,4
5679,330-06110,-,0,ON,0,2,330061,SS,Area 3,330,BRANNAN ST,611,135,-122.39899375,37.7762572,Brannan St: 700 - 900 9th St,9th-11th Brannan Bryant Harrison,32,4
5680,666-07440,-,0,ON,0,13,666072,SS,Area 2,666,SUTTER ST,744,0,-122.41333970000001,37.7886852,Bush St: 100 - 900 Sutter St,Sutter: Unit - 800,50,21
5681,651-06270,-,0,ON,0,1,651061,SS,Area 1,651,SANSOME ST,627,270,-122.4019104,37.7964955,,,106,6
5682,327-03380,-,0,ON,0,12,327032,SS,Area 3,327,BROADWAY,338,0,-122.40349779999998,37.798351200000006,Broadway St: Unit - 800,Broadway,106,23
5683,327-01090,-,0,ON,0,12,327011,SS,Area 3,327,BROADWAY,109,180,-122.40023582,37.798602100000004,Broadway St: Unit - 800,Broadway,77,8
5684,644-03180,-,0,ON,0,2,644032,SS,Area 1,644,RITCH ST,318,225,-122.39439222,37.77925976,Brannan St: 200 - 500,5th & Brannan,32,34
5685,210-01340,-,0,ON,0,14,210012,SS,Area 2,210,10TH ST,134,225,-122.41515349999999,37.7745533,9th St: Unit - 300 10th St,9th St Unit-300,32,34
5686,359-07360,-,0,ON,0,1,359072,SS,Area 2,359,CLAY ST,736,0,-122.4059886,37.7943434,Clay St: 100 - 900,Clay: 100 - 900,104,6
5687,330-03960,-,0,ON,0,2,330034,SS,-,330,BRANNAN ST,396,315,-122.3942497,37.7802452,,,31,8
5688,470-04020,-,0,ON,0,1,470042,SS,-,470,HOWARD ST,402,315,-122.39537720000001,37.7891504,,,32,8
5689,422-06320,-,0,ON,0,12,422062,SS,Area 2,422,FRONT ST,632,90,-122.39955320000001,37.7975923,Front St: 600 - 800,Front: 600 - 800,77,8
5690,339-01510,-,0,ON,0,2,339011,SS,-,339,BERRY ST,151,135,-122.39223789,37.77655452,,,34,4
5691,567-00760,-,0,ON,0,14,567002,SS,Area 1,567,MINT ST,76,225,-122.4075838,37.782464700000006,Mission St: Unit - 1600,Mission 700-1100,32,34
5692,471-07200,-,0,ON,0,2,471072,SS,Area 1,471,HARRISON ST,720,315,-122.39805729999999,37.7821439,Harrison St: 400 - 800,Harrison 400-700,32,34
5693,705-01250,-,0,ON,0,12,705011,SS,Area 3,705,VALLEJO ST,125,180,-122.4007995,37.7995235,Broadway St: Unit - 800,Battery: 800 - 1200,77,8
5694,568-10220,-,0,ON,0,14,568102,SS,Area 2,568,MISSION ST,1022,315,-122.40930800000001,37.78059520000001,Mission St: Unit - 1600,Mission 700-1100,32,34
5695,546-00590,-,0,ON,0,13,546001,SS,Area 2,546,LEAVENWORTH ST,59,270,-122.41382303,37.78129112,Hyde St: Unit - 1000,Leavenworth Unit-300,21,36
5696,420-02210,-,0,ON,0,1,420021,SS,Area 1,420,FREMONT ST,221,45,-122.3944317,37.788778799999996,Folsom St: Unit-800 1st:,Essex 1st Fremont Beale,32,8
5697,207-02350,-,0,ON,0,14,207021,SS,-,207,07TH ST,235,45,-122.40846409999999,37.7773667,,,32,34
5698,472-01180,-,0,ON,0,3,472012,SS,-,472,HYDE ST,118,90,-122.41551940000001,37.782119099999996,,,20,36
5699,340-00147,340-00140,7,ON,0,2,340002,MS,-,340,BLUXOME ST,14,315,-122.39626521,37.777384999999995,,,32,34
5700,471-06240,-,0,ON,0,2,471062,SS,Area 1,471,HARRISON ST,624,315,-122.3959361,37.783824700000004,Harrison St: 400 - 800,Harrison 400-700,32,8
5701,720-02180,720-02004,18,ON,0,1,720022,MS,Area 1,720,WASHINGTON ST,218,0,-122.39884303,37.79614727,Washington St: 200 - 400,"Washington St: 200, 300, 500",77,8
5702,470-10600,-,0,ON,0,14,470102,SS,Area 2,470,HOWARD ST,1060,315,-122.40863429999999,37.7786849,Howard St: 800 - 1600,Howard 1400-900,32,34
5703,336-08070,-,0,ON,0,13,336081,SS,Area 1,336,BUSH ST,807,180,-122.41072450000001,37.7898455,Bush St: 100 - 900 Sutter St,Bush: 200 - 900,50,21
5704,471-01060,-,0,ON,0,2,471012,SS,Area 1,471,HARRISON ST,106,315,-122.3897308,37.7887279,Folsom St: Unit-800 1st:,Spear Unit-200,30,8
5705,831-06620,-,0,ON,0,2,831061,SS,Port 9,831,EMBARCADERO SOUTH,662,270,-122.38842920000002,37.78263270000001,South Embarcadero,South Embarcadero 400-700,31,8
5706,340-01095,340-01090,5,ON,0,14,340011,MS,Area 3,340,BLUXOME ST,109,135,-122.39813192,37.7757186,Bluxome St: Unit - 100,Bluxome St. Unit - 100,32,4
5707,202-04310,-,0,ON,0,2,202041,SS,Area 1,202,02ND ST,431,45,-122.3942895,37.7837385,3rd St: Unit -600 2nd St:,Bryant 300-600 / Harrison 600,30,8
5708,206-02030,-,0,ON,0,14,206021,SS,Area 2,206,06TH ST,203,45,-122.40692652,37.77967481,4th St: Unit 400 5th St:,4th St,32,34
5709,470-02240,-,0,ON,0,1,470022,SS,-,470,HOWARD ST,224,315,-122.39417040000001,37.7901065,,,108,8
5710,826-06390,-,0,ON,0,2,826061,SS,Port 10,826,DELANCEY ST,639,315,-122.38934679999998,37.7833342,Beale st and Delancy St,Delancy St 600,31,8
5711,568-11210,-,0,ON,0,14,568111,SS,Area 2,568,MISSION ST,1121,135,-122.4116051,37.778582,Mission St: Unit - 1600,Mission 700-1100,32,34
5712,470-10290,-,0,ON,0,14,470101,SS,Area 2,470,HOWARD ST,1029,135,-122.4078087,37.779111,Howard St: 800 - 1600,Howard 1400-900,32,34
5713,593-04130,-,0,ON,0,13,593041,SS,Area 2,593,OFARRELL ST,413,180,-122.4119057,37.785882,Post St: Unit-600 Geary St,Ofarrell: Unit - 400,20,36
5714,205-05330,-,0,ON,0,2,205051,SS,Area 2,205,05TH ST,533,45,-122.3992908,37.7771172,4th St: Unit 400 5th St:,5th St,32,34
5715,546-00750,-,0,ON,0,13,546001,SS,Area 2,546,LEAVENWORTH ST,75,270,-122.41390029,37.78166863,Hyde St: Unit - 1000,Leavenworth Unit-300,21,36
5716,472-06230,-,0,ON,0,15,472061,SS,Area 3,472,HYDE ST,623,270,-122.4166626,37.786986,Hyde St: Unit - 1000,Hyde Unit-600,50,36
5717,606-15550,-,0,ON,0,15,606151,SS,Area 3,606,PINE ST,1555,180,-122.4218643,37.7893787,California: 1400 - 1700,California: 1400- 1700,50,21
5718,568-12470,-,0,ON,0,14,568121,SS,Area 2,568,MISSION ST,1247,135,-122.4141864,37.776537899999994,Mission St: Unit - 1600,Mission 700-1100,32,34
5719,561-02440,-,0,ON,0,1,561022,SS,Area 1,561,MAIN ST,244,225,-122.3921967,37.7895522,,,108,8
5720,658-02440,-,0,ON,0,1,658022,SS,Area 1,658,SPEAR ST,244,225,-122.39135149999998,37.79027670000001,,,108,8
5721,500-01200,-,0,ON,0,1,500012,SS,Area 2,500,JACKSON ST,120,0,-122.3992439,37.797033500000005,Jackson St: Unit - 800,Jackson: Unit - 800,77,8
5722,372-05200,-,0,ON,0,2,372052,SS,Area 3,372,CHINA BASIN ST,520,0,-122.39048952,37.77202837,4th St: 1200-1700 China Basin,MISSION BAY,34,4
5723,445-02070,-,0,ON,0,45,445021,SS,Area 3,445,GREEN ST,207,180,-122.40298887,37.800201799999996,Broadway St: Unit - 800,Battery: 800 - 1200 Sansome,18,23
5724,471-10570,-,0,ON,0,14,471101,SS,Area 3,471,HARRISON ST,1057,135,-122.4054767,37.7760359,4th St: Unit 400 5th St:,Harrison - 1000,32,34
5725,330-03820,-,0,ON,0,2,330034,SS,Area 1,330,BRANNAN ST,382,315,-122.39387759999998,37.78053920000001,Brannan St: 200 - 500,5th & Brannan,31,8
5726,568-13270,-,0,ON,0,14,568131,SS,Area 2,568,MISSION ST,1327,135,-122.4153344,37.7756244,Mission St: Unit - 1600,Mission 700-1100,32,34
5727,561-03060,-,0,ON,0,2,561032,SS,Area 1,561,MAIN ST,306,225,-122.39167409999999,37.7891341,Folsom St: Unit-800 1st:,Harrision 200/ Main Unit,30,8
5728,423-01720,423-01008,72,ON,0,3,423012,MS,Area 2,423,FULTON ST,172,0,-122.41648640000001,37.779759000000006,Grove St: Fulton St: McAlliste,"Grove St. Unit - 100, Fulton St.",21,36
5729,386-03260,-,0,ON,0,1,386032,SS,Area 2,386,DRUMM ST,326,90,-122.3970438,37.797225899999994,Drumm St: Unit - 300,Drumm: Unit - 300,77,8
5730,373-03120,-,0,ON,0,2,373032,SS,Area 3,373,CHANNEL ST,312,315,-122.39433071,37.77230248,4th St: 1200-1700 China Basin,China Basin,34,4
5731,339-02450,-,0,ON,0,2,339021,SS,Area 3,339,BERRY ST,245,135,-122.39457105,37.77473354,Townsend St: Unit-300 King St,Berry Street | 200-400 Block,34,4
5732,373-02310,-,0,ON,0,2,373021,SS,Area 3,373,CHANNEL ST,231,135,-122.39254617,37.77356788,4th St: 1200-1700 China Basin,China Basin,34,4
5733,600-03420,-,0,ON,0,12,600032,SS,Area 2,600,PACIFIC AVE,330,0,-122.4017996,37.7975816,Jackson St: Unit - 800,Pacific: 200 - 500,106,8
5734,331-03520,-,0,ON,0,2,331032,SS,Area 1,331,BRYANT ST,352,315,-122.39253862,37.78395542,Bryant St: 300-600 Stillman St,Bryant: 600,30,8
5735,204-05150,204-05001,15,ON,0,2,204051,MS,-,204,04TH ST,515,45,-122.3975216,37.779245200000005,,,32,34
5736,202-03500,-,0,ON,0,2,202032,SS,-,202,02ND ST,350,225,-122.39550559999999,37.7844664,,,32,8
5737,330-05180,-,0,ON,0,2,330052,SS,Area 2,330,BRANNAN ST,518,315,-122.3971867,37.7779282,Brannan St: 200 - 500,5th & Brannan,32,34
5738,420-03480,-,0,ON,0,2,420032,SS,Area 1,420,FREMONT ST,348,225,-122.3923626,37.7868902,Folsom St: Unit-800 1st:,Essex 1st Fremont Beale,30,8
5739,340-00431,340-00430,1,ON,0,2,340001,MS,Area 2,340,BLUXOME ST,43,135,-122.39678149999999,37.7767854,Bluxome St: Unit - 100,Bluxome St. Unit - 100,32,34
5740,204-04460,-,0,ON,0,2,204042,SS,Area 1,204,04TH ST,446,225,-122.39839632,37.7796964,,,32,34
5741,500-02050,-,0,ON,0,1,500021,SS,Area 2,500,JACKSON ST,205,180,-122.39978980000001,37.7968472,Jackson St: Unit - 800,Jackson: Unit - 800,77,8
5742,606-14460,-,0,ON,0,15,606142,SS,Area 3,606,PINE ST,1446,0,-122.42001940000002,37.7897484,California: 1400 - 1700,California: 1400-1700,105,21
5743,442-01420,-,0,ON,0,13,442012,SS,Area 2,442,GOLDEN GATE AVE,142,0,-122.41353559,37.78197637,Golden Gate Ave: Unit - 700,Golden Gate Unit-700,20,36
5744,546-02080,-,0,ON,0,13,546022,SS,Area 2,546,LEAVENWORTH ST,208,90,-122.4140392,37.7831229,Hyde St: Unit - 1000,Leavenworth Unit-300,20,36
5745,201-02260,-,0,ON,0,1,201022,SS,Area 1,201,01ST ST,226,225,-122.395452,37.787958,Folsom St: Unit-800 1st:,Essex 1st Fremont Beale,32,8
5746,359-01080,-,0,ON,0,1,359012,SS,Area 1,359,CLAY ST,108,0,-122.39718590000001,37.7954594,Clay St: 100 - 900,Clay: 100 - 900,108,8
5747,500-04170,500-04003,17,ON,0,1,500041,MS,Area 2,500,JACKSON ST,417,180,-122.402549,37.796495799999995,Jackson St: 300 - 400,Jackson St: 300 - 400,106,6
5748,684-01700,-,0,ON,0,2,684012,SS,Area 1,684,TOWNSEND ST,170,315,-122.39216208,37.77943924,Townsend St: Unit-300 King St,SBC Park: Townsend Unit-200,31,8
5749,324-08340,-,0,ON,0,12,324082,SS,Area 3,324,BATTERY ST,834,90,-122.40111977,37.79934231,Broadway St: Unit - 800,Battery: 800 - 1200,77,8
5750,470-05160,-,0,ON,0,1,470052,SS,-,470,HOWARD ST,516,315,-122.3965352,37.7882385,,,32,8
5751,546-02100,-,0,ON,0,13,546022,SS,Area 2,546,LEAVENWORTH ST,210,90,-122.41405209999999,37.7831861,Hyde St: Unit - 1000,Leavenworth Unit-300,20,36
5752,420-01200,-,0,ON,0,1,420012,SS,Area 1,420,FREMONT ST,120,225,-122.39606129999999,37.789856799999995,,,32,8
5753,561-03320,-,0,ON,0,2,561032,SS,Area 1,561,MAIN ST,332,225,-122.39104862,37.78863367,Folsom St: Unit-800 1st:,Harrision 200/ Main Unit,30,8
5754,684-04499,684-04490,9,ON,0,14,684041,MS,-,684,TOWNSEND ST,449,135,-122.398377,37.7742507,,,34,4
5755,205-06580,205-06002,58,ON,0,2,205062,MS,Area 2,205,05TH ST,658,225,-122.3977051,37.7756086,,,32,4
5756,471-06250,-,0,ON,0,2,471061,SS,Area 1,471,HARRISON ST,625,135,-122.39595048,37.7835485,Harrison St: 400 - 800,Harrison 400-700,32,8
